song_id,artist,title,period,genre,dominant_topic,topic_probability
5911306624bb,Josipa Lisac,Kapetane moj,sfrj,pop,0,0.618
7c5bef3ea48f,Josipa Lisac,Karte na stol,sfrj,pop,0,0.561
bb334fb1b33b,Josipa Lisac,Knock down,sfrj,pop,0,0.612
b26fc5b8c311,Josipa Lisac,Kraljica divljine,sfrj,pop,8,0.321
11ddba466741,Josipa Lisac,Krenule su lađe,sfrj,pop,0,0.784
99c058f9e9d3,Josipa Lisac,Lažeš da si moj,sfrj,pop,0,0.524
98b36a15f28f,Josipa Lisac,Ležaj od suza,sfrj,pop,8,0.346
db996784880e,Josipa Lisac,Ljubavna pjesma (duet Miro Ungar),sfrj,pop,0,0.531
9a0e3a652f11,Josipa Lisac,Ljudi,sfrj,pop,1,0.293
d043ab66edb9,Josipa Lisac,Lopov (with Zlatni akordi),sfrj,pop,3,0.525
1bd576353ab9,Josipa Lisac,Magla,sfrj,pop,0,0.65
6d674cbefa9a,Josipa Lisac,Make up,sfrj,pop,0,0.422
5881256e7396,Josipa Lisac,Mali ključ od zlata,sfrj,pop,6,0.536
13ad7c5e454f,Josipa Lisac,Mister gaf,sfrj,pop,7,0.629
f43856ac7d1e,Josipa Lisac,Moj smiješni dječače,sfrj,pop,7,0.396
610123418f63,Josipa Lisac,Možda sam se i zaljubila,sfrj,pop,0,0.586
481567860438,Josipa Lisac,"Na, na, na, na",sfrj,pop,0,0.576
0eea8360c46b,Josipa Lisac,Narodi nam se Kralj Nebeski,sfrj,pop,4,0.388
2d4c90e2ebdf,Josipa Lisac,Naša zvijezda gubi svoj sjaj,sfrj,pop,0,0.76
c6c0ecc8049f,Josipa Lisac,Ne budi lud,sfrj,pop,7,0.353
dc733e7b53b4,Josipa Lisac,Ne prepoznajem ga,sfrj,pop,0,0.392
ead1f2742bc4,Josipa Lisac,Nema sunca,sfrj,pop,0,0.874
d2d21229ece6,Josipa Lisac,Nešto,sfrj,pop,9,0.373
21e5d5ab50d4,Josipa Lisac,Nismo mi bez cilja,sfrj,pop,0,0.459
4a79acb84f7f,Josipa Lisac,"Niz polje idu, babo, sejmeni",sfrj,pop,1,0.405
b975dd298ea7,Josipa Lisac,Noćna ptica,sfrj,pop,6,0.3
c8f99fb8e6cf,Josipa Lisac,O jednoj mladosti,sfrj,pop,0,0.608
04e0f0fbabe6,Josipa Lisac,Omer-beže,sfrj,pop,6,0.679
1da698942d89,Josipa Lisac,"Pazi, oštar pas",sfrj,pop,0,0.356
7ccc1eadbe04,Josipa Lisac,Pismo,sfrj,pop,0,0.337
5ac962cd14ca,Josipa Lisac,Pjesma za tebe,sfrj,pop,0,0.5
5ef9941865c3,Josipa Lisac,Plačem,sfrj,pop,0,0.59
e67541f5d8c9,Josipa Lisac,Po prvi put,sfrj,pop,0,0.594
4236c36f523f,Josipa Lisac,Postao si drugi čovjek,sfrj,pop,0,0.364
195e74ff4ef2,Josipa Lisac,"Radujte se, narodi",sfrj,pop,5,0.4
db5e4180af0e,Josipa Lisac,Rendez-vous sa Sotonom,sfrj,pop,0,0.403
6f3eec0f5d27,Josipa Lisac,Rušila sam mostove od sna (duet Dino Dvornik),sfrj,pop,3,0.345
54fc949cef1f,Josipa Lisac,Sanjala sam,sfrj,pop,0,0.644
4550e7474168,Josipa Lisac,"Spavaj, sinko",sfrj,pop,1,0.453
a41eaea0204f,Josipa Lisac,Sreća,sfrj,pop,0,0.34
2c9c15f3b0e7,Josipa Lisac,Srela sam se s njim,sfrj,pop,6,0.388
650e7f2dacd5,Josipa Lisac,Što me čini sretnom,sfrj,pop,0,0.602
5f05260fce0e,Josipa Lisac,Sunce sja za nas (with Zlatni akordi),sfrj,pop,0,0.878
bc1cd49eb22d,Josipa Lisac,Sve vrti se u krug,sfrj,pop,0,0.432
ccc3961ee711,Josipa Lisac,"Svim na Zemlji mir, veselje",sfrj,pop,0,0.371
97d11bf4d009,Josipa Lisac,Ti si genije,sfrj,pop,0,0.366
65fbb69363cd,Josipa Lisac,Ti si k’o led,sfrj,pop,7,0.388
4547fdb8daad,Josipa Lisac,Ti si sunce života mog,sfrj,pop,8,0.432
e0c00546dc83,Josipa Lisac,Ti znaš,sfrj,pop,6,0.424
203409bc7eff,Josipa Lisac,Tiha noć,sfrj,pop,0,0.365
03d81ca08694,Josipa Lisac,Tko zna kog vidiš u meni,sfrj,pop,0,0.5
e93fb1fa951d,Josipa Lisac,Traje noć,sfrj,pop,0,0.564
bbb302fe28c7,Josipa Lisac,Tri kralja jahahu,sfrj,pop,8,0.357
be8a519bdd66,Josipa Lisac,U mislima,sfrj,pop,0,0.658
6d16b30f9e1d,Josipa Lisac,U se vrijeme godišta,sfrj,pop,6,0.761
cd70f7f69b3a,Josipa Lisac,Večer u luna-parku,sfrj,pop,0,0.445
4c0b19495779,Josipa Lisac,Večeras,sfrj,pop,7,0.357
41a8841ff9c2,Josipa Lisac,"Veseli se, Majko Božja",sfrj,pop,8,0.433
5af6f1f3aa91,Josipa Lisac,Vjernost,sfrj,pop,1,0.392
5f9b82c2546b,Josipa Lisac,Vjerujem ti sve,sfrj,pop,3,0.451
162be4658843,Josipa Lisac,Vlak bez dolaska,sfrj,pop,1,0.631
ef04628faf22,Josipa Lisac,"Voljeti, to je radost",sfrj,pop,8,0.393
0e8e6b8f9798,Josipa Lisac,Willie i Laura Mae Jones,sfrj,pop,0,0.425
0cc1203309e0,Josipa Lisac,Zar ne,sfrj,pop,0,0.57
dac54a887d3a,Josipa Lisac,Život je samo most,sfrj,pop,0,0.405
cbb99a3f95b7,Josipa Lisac,Život moj,sfrj,pop,7,0.468
9edcbc56eecf,Josipa Lisac,Život s njim,sfrj,pop,7,0.409
3b82be5c4f74,Novi fosili,Ako se rastanemo,sfrj,pop,0,0.62
ee3ddd752020,Novi fosili,Bilo je prelijepo,sfrj,pop,0,0.274
ad894180ff6a,Novi fosili,Bilo mi je prvi put,sfrj,pop,0,0.689
9e2a21f5c452,Novi fosili,Budi uvijek blizu (kao što si sada),sfrj,pop,0,0.706
5bd09dc2870b,Novi fosili,Da te ne volim,sfrj,pop,1,0.491
d41b1208edc0,Novi fosili,Dijete sreće,sfrj,pop,3,0.482
2bcd60aa237e,Novi fosili,Diridonda,sfrj,pop,0,0.457
1b5d003b3614,Novi fosili,Djeca ljubavi,sfrj,pop,0,0.671
39fe6df1a312,Novi fosili,Djeca smo,sfrj,pop,0,0.953
1fed88821bf3,Novi fosili,Dobre djevojke,sfrj,pop,9,0.643
a1cf58fe468c,Novi fosili,Dunjo mirisna,sfrj,pop,0,0.978
ea3a6157ac76,Novi fosili,E da si barem noćas ovdje,sfrj,pop,3,0.314
5b5ffa17fbb8,Novi fosili,E moj Saša,sfrj,pop,0,0.377
fd009235687b,Novi fosili,Hoću li znati,sfrj,pop,0,0.337
5124e8a2f248,Novi fosili,Ispod mjeseca boje trešanja,sfrj,pop,0,0.603
4a43784a74c2,Novi fosili,Ja sam za ples,sfrj,pop,2,0.36
9f0a1032464e,Novi fosili,Jedna duša,sfrj,pop,0,0.329
d812009e27c7,Novi fosili,Jedna suza,sfrj,pop,8,0.442
1ea22d1cfb50,Novi fosili,Jesen je,sfrj,pop,0,0.418
cf90c5a56138,Novi fosili,"Joj, joj",sfrj,pop,6,0.409
64e8dacc2722,Novi fosili,Još te volim,sfrj,pop,3,0.389
7949306efa19,Novi fosili,Kad budemo ja i ti,sfrj,pop,0,0.282
03b116d2b997,Novi fosili,Kad godine prođu,sfrj,pop,0,0.707
a7da6a28f9d8,Novi fosili,Kad naš brod plovi,sfrj,pop,0,0.642
68ad6b9b4433,Novi fosili,"Kaži mi, mama",sfrj,pop,1,0.275
90d29b296d71,Novi fosili,Ključ je ispod otirača,sfrj,pop,0,0.231
13371d84ec94,Novi fosili,Kralj ljubavi,sfrj,pop,0,0.54
72bccf876322,Novi fosili,Lastavice mala,sfrj,pop,0,0.603
46fa24f0cd76,Novi fosili,Ljubav koja nema kraja,sfrj,pop,3,0.367
5d90714cc5de,Novi fosili,Majčine oči,sfrj,pop,8,0.379
66ff8d0e3660,Novi fosili,Mali Ćiro,sfrj,pop,0,0.52
3d890847b638,Novi fosili,Marina iz moje ulice,sfrj,pop,0,0.561
8340098eb3c6,Novi fosili,Mario,sfrj,pop,5,0.371
28cc1bda28ff,Novi fosili,Milena,sfrj,pop,4,0.535
04072a89ca4f,Novi fosili,Mimi,sfrj,pop,5,0.329
b71252a5b50e,Novi fosili,Moj prijatelj Anu ljubi,sfrj,pop,0,0.485
350e2aa34054,Novi fosili,Najdraže moje,sfrj,pop,0,0.67
c1374fba2897,Novi fosili,Ne budi me mati,sfrj,pop,0,0.527
1c6bd219a7d9,Novi fosili,Ne plaši se,sfrj,pop,0,0.313
586ff4900cd7,Novi fosili,Nebeske kočije,sfrj,pop,5,0.556
96287e835c75,Novi fosili,Neka vali gingolaju svoje barke,sfrj,pop,0,0.37
a3b6dae8bbfd,Novi fosili,Nemaš više vremena za mene,sfrj,pop,0,0.504
9749178a635f,Novi fosili,Neveni žuti,sfrj,pop,0,0.497
17d86f34ae8d,Novi fosili,Nije istina,sfrj,pop,3,0.635
f261408bd105,Novi fosili,Nikad više staro vino,sfrj,pop,0,0.575
14bcd7f07749,Novi fosili,Nikog nema da mu kažem,sfrj,pop,8,0.3
3b14740342c8,Novi fosili,Noćas umiru stare ljubavi,sfrj,pop,5,0.394
a57b1a505c9c,Novi fosili,O ne (sad je kasno),sfrj,pop,4,0.501
2bde305fd365,Novi fosili,Otišao je on,sfrj,pop,8,0.344
9f8dd0af2fdf,Novi fosili,Pazi da ne nazebeš,sfrj,pop,6,0.335
3be24438f955,Novi fosili,Plava košulja,sfrj,pop,0,0.677
b12798da7ce2,Novi fosili,Poslije svega,sfrj,pop,0,0.526
b8fc34b92887,Novi fosili,Pričaj mi o ljubavi,sfrj,pop,0,0.729
872000371535,Novi fosili,Radije budi mi brat,sfrj,pop,9,0.356
316e37de1b52,Novi fosili,Razumljiva pjesma (kad sam bio mlad),sfrj,pop,1,0.834
75b8d59ff410,Novi fosili,"Reci mi tiho, tiho",sfrj,pop,3,0.354
10bdcfcddb96,Novi fosili,Sama,sfrj,pop,3,0.674
0552bb6442f1,Novi fosili,Samo mi se javi,sfrj,pop,0,0.322
bf342e18781d,Novi fosili,Sanja,sfrj,pop,6,0.479
472e2852b5d3,Novi fosili,Sanjaj me,sfrj,pop,3,0.383
d3da6f8a77d7,Novi fosili,Sedam dugih godina,sfrj,pop,8,0.352
2a9e88571091,Novi fosili,Simpatija,sfrj,pop,0,0.723
e018aab675cb,Novi fosili,Sjećam se još,sfrj,pop,0,0.362
5fd867adba6f,Novi fosili,Sklopi oči,sfrj,pop,0,0.826
857cc031e917,Novi fosili,Šta se smiješ klipane,sfrj,pop,3,0.498
da578257b895,Novi fosili,Šu šu,sfrj,pop,3,0.313
d1a1c2b39411,Novi fosili,Šuti moj dječače plavi,sfrj,pop,0,0.736
08aa50f97355,Novi fosili,Tako je malo riječi palo,sfrj,pop,0,0.28
5790d4e6eed7,Novi fosili,Tko zna s kim čekaš zoru,sfrj,pop,0,0.49
e3fff383b84c,Novi fosili,Tonka,sfrj,pop,9,0.448
486e83506220,Novi fosili,Tri plus deset (3+10),sfrj,pop,5,0.389
e173e16abe59,Novi fosili,Tvoje plave kose,sfrj,pop,0,0.715
725242e087df,Novi fosili,"Vikend tata, vikend mama",sfrj,pop,2,0.372
f40c0257a9c4,Novi fosili,Vrijeme,sfrj,pop,0,0.484
6a5ffa0596f7,Novi fosili,Za dobra stara vremena,sfrj,pop,1,0.296
cb28b1e40045,Novi fosili,Za domovinu našu,sfrj,pop,0,0.795
b53f2d82d2ea,Novi fosili,Zagrli moju dušu,sfrj,pop,8,0.771
9ed5c1e0a5de,Novi fosili,Zbogom,sfrj,pop,0,0.602
5e3088089e3e,Novi fosili,Znam,sfrj,pop,9,0.336
81e1e848ef26,Novi fosili,Zovem te,sfrj,pop,7,0.374
df98f82cfd11,Lepa Brena,Pariski lokal,sfrj,narodna_narodnjacka,8,0.425
bc804309992b,Šaban Šaulić,Da je tu,sfrj,narodna_narodnjacka,9,0.476
548ef66d404b,Šaban Šaulić,Dve duše,sfrj,narodna_narodnjacka,2,0.443
0c96e060d92a,Šaban Šaulić,Gde je moj drug Miša,sfrj,narodna_narodnjacka,1,0.453
76ac989c9400,Šaban Šaulić,"Hej živote, moja reko",sfrj,narodna_narodnjacka,8,0.4
92e157b8c823,Šaban Šaulić,Krila slomljena (duet Gordana Jovanović),sfrj,narodna_narodnjacka,8,0.367
7b4e37cec3ba,Šaban Šaulić,Ljubavno ludilo (duet Morena),sfrj,narodna_narodnjacka,6,0.463
6bc5ed476099,Šaban Šaulić,Na stolu pismo od majke,sfrj,narodna_narodnjacka,8,0.363
31ade2355c25,Šaban Šaulić,Neću zbog nje da se kajem,sfrj,narodna_narodnjacka,0,0.495
2f776b650bfa,Šaban Šaulić,Nek’ te u zdravlju zatekne pismo,sfrj,narodna_narodnjacka,0,0.612
60722891ed56,Šaban Šaulić,Neka se pjeva,sfrj,narodna_narodnjacka,1,0.261
d2eb9a2b7973,Šaban Šaulić,Nema je drugovi nema,sfrj,narodna_narodnjacka,8,0.288
dbd3a2869ec4,Šaban Šaulić,Nemoj draga,sfrj,narodna_narodnjacka,8,0.323
fc1bd2537eeb,Šaban Šaulić,Nije on čovek za tebe,sfrj,narodna_narodnjacka,0,0.743
efa076c7beb6,Šaban Šaulić,Nikom te ne dam,sfrj,narodna_narodnjacka,0,0.528
332491eea003,Šaban Šaulić,Nisam više ljubav tvoja (with Snežana Đurišić),sfrj,narodna_narodnjacka,0,0.54
d080624f8bd3,Šaban Šaulić,Omer i Merima,sfrj,narodna_narodnjacka,0,0.59
5fd6745b729f,Šaban Šaulić,Oprosti mi nano,sfrj,narodna_narodnjacka,7,0.275
4e9f491331c3,Šaban Šaulić,Ovde su svirali tiho,sfrj,narodna_narodnjacka,0,0.558
6d1ba5843f88,Šaban Šaulić,Rođena si za mene,sfrj,narodna_narodnjacka,0,0.474
a1c4a1d71056,Šaban Šaulić,Sada je svemu kraj,sfrj,narodna_narodnjacka,3,0.38
4ff9cad1ef5f,Šaban Šaulić,Sanjam ženu s mališanom,sfrj,narodna_narodnjacka,5,0.366
9e9a20484bc5,Šaban Šaulić,Šmeker (with Snežana Đurišić),sfrj,narodna_narodnjacka,9,0.23
528697bd8f39,Šaban Šaulić,Šta učini sunce moje,sfrj,narodna_narodnjacka,7,0.237
13b8f037d81d,Šaban Šaulić,Sutra nek dođe kraj,sfrj,narodna_narodnjacka,1,0.467
321933dc928c,Šaban Šaulić,Svrati reče čovek,sfrj,narodna_narodnjacka,0,0.437
53bedc28d311,Šaban Šaulić,Ti si meni i nemoć i moć,sfrj,narodna_narodnjacka,0,0.58
adb18ae7b890,Šaban Šaulić,Tužno vetri gorom viju,sfrj,narodna_narodnjacka,0,0.682
aa0fd80c6e7b,Šaban Šaulić,Tvoj mio glas,sfrj,narodna_narodnjacka,5,0.294
5e541ec33cfc,Šaban Šaulić,Verovah ti,sfrj,narodna_narodnjacka,0,0.724
1dd715914883,Šaban Šaulić,"Vrati se kući, piše babo stari",sfrj,narodna_narodnjacka,1,0.462
0ad79df40bf7,Šaban Šaulić,Vreme za zaljubljene,sfrj,narodna_narodnjacka,6,0.277
997ea91a4143,Šaban Šaulić,Zanele me oči njene,sfrj,narodna_narodnjacka,0,0.551
9ff83e1eb9af,Šaban Šaulić,Zašto nismo zajedno,sfrj,narodna_narodnjacka,1,0.325
af721f246b18,Šaban Šaulić,Živeli,sfrj,narodna_narodnjacka,8,0.41
66fec7348067,Silvana Armenulić,Noćas mi srce pati,sfrj,narodna_narodnjacka,0,0.445
d17fa3d7251b,Silvana Armenulić,Zvijezda tjera mjeseca,sfrj,narodna_narodnjacka,8,0.474
c5f809503408,Toma Zdravković,Čekaj me,sfrj,narodna_narodnjacka,0,0.319
69b45fe077b7,Toma Zdravković,Da l’ ima neko,sfrj,narodna_narodnjacka,0,0.543
40f4a1f8d3e7,Toma Zdravković,Da mi je stari živ,sfrj,narodna_narodnjacka,0,0.357
6d9681e3a93a,Toma Zdravković,Da si sve što želim,sfrj,narodna_narodnjacka,0,0.455
09d4b2cb47d6,Toma Zdravković,Dal’ je moguće,sfrj,narodna_narodnjacka,8,0.394
91d8b68c591f,Toma Zdravković,Danka,sfrj,narodna_narodnjacka,8,0.478
3298e781f113,Toma Zdravković,Dete ulice,sfrj,narodna_narodnjacka,5,0.476
f5b3fdf68304,Toma Zdravković,Detelina s četiri lista (with Milina Stefanović),sfrj,narodna_narodnjacka,0,0.403
fee53c47bc18,Toma Zdravković,"Dolazi, dolazi",sfrj,narodna_narodnjacka,8,0.536
a1bc309bd870,Toma Zdravković,Dotak’o sam dno života,sfrj,narodna_narodnjacka,8,0.348
fccc974a92fe,Toma Zdravković,Plačem,sfrj,narodna_narodnjacka,8,0.976
ca4af0ffd844,Toma Zdravković,Sliku tvoju ljubim,sfrj,narodna_narodnjacka,0,0.445
f60f5c248510,Miroslav Ilić,Jedan dan života (with Lepa Brena),sfrj,narodna_narodnjacka,8,0.442
5f8c5718793b,Miroslav Ilić,Luckasta si ti,sfrj,narodna_narodnjacka,1,0.361
4917cec7c9f9,Miroslav Ilić,Nije život jedna žena,sfrj,narodna_narodnjacka,7,0.319
3e55e60efc8c,Miroslav Ilić,"Pozdravi je, pozdravi",sfrj,narodna_narodnjacka,8,0.415
b2d4fe258095,Miroslav Ilić,Pričaj mi o njoj,sfrj,narodna_narodnjacka,8,0.342
9b1b2d8f1e2b,Vesna Zmijanac,A što nisi kao pre,sfrj,narodna_narodnjacka,1,0.436
501b38981b9a,Vesna Zmijanac,Ako ga vidiš srećnog,sfrj,narodna_narodnjacka,0,0.391
fa70198494d2,Vesna Zmijanac,Ako me umiriš,sfrj,narodna_narodnjacka,1,0.388
31e843072df3,Vesna Zmijanac,Ciganka,sfrj,narodna_narodnjacka,8,0.762
265f6cec9105,Vesna Zmijanac,Crni kaput,sfrj,narodna_narodnjacka,0,0.323
70df15c784ca,Vesna Zmijanac,Čujem da svetom putuješ,sfrj,narodna_narodnjacka,0,0.239
09a0ac7c3b9c,Vesna Zmijanac,Čuvaću te u srcu svome,sfrj,narodna_narodnjacka,0,0.608
dafedb0504b1,Vesna Zmijanac,Da budemo zajedno,sfrj,narodna_narodnjacka,8,0.382
6aa80400861c,Vesna Zmijanac,Da li ti je večeras po volji,sfrj,narodna_narodnjacka,0,0.447
c0a6c2c7a9bb,Vesna Zmijanac,Da su laži izašle iz raja,sfrj,narodna_narodnjacka,7,0.343
fb510c16e40c,Vesna Zmijanac,"Davala, ne davala",sfrj,narodna_narodnjacka,0,0.364
f688c5b62e00,Vesna Zmijanac,Dođi da se družimo,sfrj,narodna_narodnjacka,0,0.585
ff32bdf2e191,Vesna Zmijanac,Dođi što pre,sfrj,narodna_narodnjacka,0,0.404
ed524926b799,Vesna Zmijanac,Dok je mene biće njega,sfrj,narodna_narodnjacka,4,0.341
46bf4e8c7ab9,Vesna Zmijanac,Drugovi moji,sfrj,narodna_narodnjacka,2,0.291
9509310d8b8c,Vesna Zmijanac,Dva me sunca greju,sfrj,narodna_narodnjacka,0,0.552
96c5b69bc563,Vesna Zmijanac,Eh da je istina,sfrj,narodna_narodnjacka,8,0.526
c6d1bde731d6,Vesna Zmijanac,Grom te ubio,sfrj,narodna_narodnjacka,8,0.414
1770e5cb68a7,Vesna Zmijanac,Hajde da zaspimo,sfrj,narodna_narodnjacka,0,0.412
8ddc2713ae82,Vesna Zmijanac,"Hajde idi, traži drugu",sfrj,narodna_narodnjacka,4,0.324
e8e13a47b108,Vesna Zmijanac,"Hej ljubavi, javi se",sfrj,narodna_narodnjacka,0,0.337
4d9f7ad4f579,Vesna Zmijanac,Hoću da me voliš,sfrj,narodna_narodnjacka,8,0.537
53088951fb22,Vesna Zmijanac,Hvala ti za sve,sfrj,narodna_narodnjacka,0,0.374
2d3a6159b9fa,Vesna Zmijanac,I kao uvek,sfrj,narodna_narodnjacka,8,0.404
11243e6b23e0,Vesna Zmijanac,Idem preko zemlje Srbije,sfrj,narodna_narodnjacka,9,0.31
f9bda31f6b5c,Vesna Zmijanac,"Idi, široko ti polje",sfrj,narodna_narodnjacka,4,0.452
edf26ed8e4b2,Vesna Zmijanac,"Ja imam nekog, a ti si sam (with Slavko Banjac)",sfrj,narodna_narodnjacka,0,0.472
83cfe73992e6,Vesna Zmijanac,Ja sam ona koju tražiš,sfrj,narodna_narodnjacka,8,0.258
1a9fa5e6a81d,Vesna Zmijanac,Ja to nisam htela,sfrj,narodna_narodnjacka,0,0.296
ce4b8993665b,Vesna Zmijanac,Jedan si ti,sfrj,narodna_narodnjacka,1,0.741
d5d2175b1e68,Vesna Zmijanac,Jos jednom da te vidim,sfrj,narodna_narodnjacka,0,0.89
209ddb8523a8,Vesna Zmijanac,Kad bi znala kako si,sfrj,narodna_narodnjacka,0,0.611
4bd0a569891c,Vesna Zmijanac,"Kaži mi, kaži",sfrj,narodna_narodnjacka,3,0.385
651926c0c189,Vesna Zmijanac,"Kazni me, kazni",sfrj,narodna_narodnjacka,0,0.215
c258ff92eda3,Vesna Zmijanac,Kraj,sfrj,narodna_narodnjacka,8,0.432
e35a468e7ba1,Vesna Zmijanac,Kraj nogu ti mrem,sfrj,narodna_narodnjacka,0,0.484
0f515eb27623,Vesna Zmijanac,Kraljica tuge,sfrj,narodna_narodnjacka,8,0.34
b642d6f4b18c,Vesna Zmijanac,Kunem ti se životom,sfrj,narodna_narodnjacka,8,0.97
4432b293e8bc,Vesna Zmijanac,Leto 88,sfrj,narodna_narodnjacka,3,0.317
d36b633a47be,Vesna Zmijanac,"Ljubi me ljubi, lepoto moja",sfrj,narodna_narodnjacka,0,0.597
96658e54e698,Vesna Zmijanac,Malo po malo,sfrj,narodna_narodnjacka,3,0.701
4949b8a4a36f,Vesna Zmijanac,Mene nećeš ispiti k’o vino,sfrj,narodna_narodnjacka,2,0.462
11a95483f03f,Vesna Zmijanac,Minsko polje,sfrj,narodna_narodnjacka,7,0.278
dde16e331ab0,Vesna Zmijanac,Moj krevet,sfrj,narodna_narodnjacka,0,0.365
b49fd733e928,Vesna Zmijanac,Na tebe mi liče svi,sfrj,narodna_narodnjacka,3,0.432
0dbc533aaed5,Vesna Zmijanac,Ne ide to,sfrj,narodna_narodnjacka,3,0.444
e6af68ee876c,Vesna Zmijanac,Ne kunite crne oči,sfrj,narodna_narodnjacka,8,0.484
62492fbbed81,Vesna Zmijanac,Ne mogu te preboleti,sfrj,narodna_narodnjacka,9,0.327
402e503e7270,Vesna Zmijanac,Ne troši noć,sfrj,narodna_narodnjacka,8,0.691
89a0070c8b16,Vesna Zmijanac,Nek me nema,sfrj,narodna_narodnjacka,0,0.499
7c303651931d,Vesna Zmijanac,Nevero moja,sfrj,narodna_narodnjacka,0,0.452
0087797e2363,Vesna Zmijanac,Nose me vetrovi ludi,sfrj,narodna_narodnjacka,0,0.56
7d0ff01ad41a,Vesna Zmijanac,Oluja,sfrj,narodna_narodnjacka,0,0.386
5e0773ed5eba,Vesna Zmijanac,Oprosti majko,sfrj,narodna_narodnjacka,3,0.391
6d5eed2c0992,Vesna Zmijanac,Ori Mile al’ duboko,sfrj,narodna_narodnjacka,0,0.315
919491c0996e,Vesna Zmijanac,Ostavljena žena,sfrj,narodna_narodnjacka,4,0.511
19e3427e65fc,Vesna Zmijanac,Otvoriću ti srce,sfrj,narodna_narodnjacka,8,0.484
4c6b480a5d3e,Vesna Zmijanac,Ovo u grudima,sfrj,narodna_narodnjacka,8,0.461
8a5d88d4752b,Vesna Zmijanac,Pada prašina,sfrj,narodna_narodnjacka,5,0.341
1c2a3c3d992f,Vesna Zmijanac,Pitaj mene kako mi je,sfrj,narodna_narodnjacka,7,0.514
9b8b4f10f652,Vesna Zmijanac,Posle svega dobro sam,sfrj,narodna_narodnjacka,3,0.668
86712c77d930,Vesna Zmijanac,Prazne su mi bele ruke,sfrj,narodna_narodnjacka,3,0.264
5a68fb5d29d7,Vesna Zmijanac,Prokleta žena,sfrj,narodna_narodnjacka,1,0.482
b245e7dea2b5,Vesna Zmijanac,Prosta priča,sfrj,narodna_narodnjacka,7,0.362
616003fb498b,Vesna Zmijanac,Pukni zemljo,sfrj,narodna_narodnjacka,8,0.282
48e06c6873ec,Vesna Zmijanac,Sama,sfrj,narodna_narodnjacka,8,0.377
209350f34503,Vesna Zmijanac,Sebi sam bila i rat i brat,sfrj,narodna_narodnjacka,0,0.356
fbf4c4680792,Vesna Zmijanac,Sina sam ti odgajila,sfrj,narodna_narodnjacka,7,0.528
316d49d0d016,Vesna Zmijanac,Šta će meni sminka,sfrj,narodna_narodnjacka,0,0.248
6e024e7bced1,Vesna Zmijanac,Šta je ljubav,sfrj,narodna_narodnjacka,3,0.549
e54480cfe092,Vesna Zmijanac,Šta ostane kad padnu haljine,sfrj,narodna_narodnjacka,0,0.346
49bc894925cd,Vesna Zmijanac,Stari sat,sfrj,narodna_narodnjacka,0,0.535
1dbb17f44982,Vesna Zmijanac,Sto života,sfrj,narodna_narodnjacka,0,0.345
b2b74f9de714,Vesna Zmijanac,Svatovi,sfrj,narodna_narodnjacka,8,0.434
75fb9520f9a9,Vesna Zmijanac,Sve vas seka vara,sfrj,narodna_narodnjacka,6,0.421
88adfb8dc3e1,Vesna Zmijanac,Tebi je lako,sfrj,narodna_narodnjacka,8,0.586
6b3d80dc996c,Vesna Zmijanac,Ti mali,sfrj,narodna_narodnjacka,9,0.438
2b54ed9ccaca,Vesna Zmijanac,Ti možeš sve da mi radiš,sfrj,narodna_narodnjacka,8,0.39
96c704deefe1,Vesna Zmijanac,Ti nisi čovek koji zna da voli,sfrj,narodna_narodnjacka,8,0.46
0392c43cac0d,Vesna Zmijanac,"Ti u meraku, ja u bedaku",sfrj,narodna_narodnjacka,7,0.54
87835ff2d548,Vesna Zmijanac,"Ti, gde si sad",sfrj,narodna_narodnjacka,7,0.413
a4c7f506ee3e,Vesna Zmijanac,Tri noći ne spavam,sfrj,narodna_narodnjacka,0,0.862
9c5a626fa4ae,Vesna Zmijanac,U mom srcu,sfrj,narodna_narodnjacka,0,0.39
abf98a04dc43,Vesna Zmijanac,U tebe da se zaljubim,sfrj,narodna_narodnjacka,3,0.322
15c59e4e6141,Vesna Zmijanac,Uvenuće šljiva ranka,sfrj,narodna_narodnjacka,0,0.492
d7bb0d61f16c,Vesna Zmijanac,Verujem u bolje dane,sfrj,narodna_narodnjacka,0,0.497
81e1d1618bf5,Vesna Zmijanac,Vetar duva oko kuće,sfrj,narodna_narodnjacka,0,0.617
f901ddef204b,Vesna Zmijanac,Vreme je da živim,sfrj,narodna_narodnjacka,7,0.47
5c898df5a303,Vesna Zmijanac,Zaboravi me,sfrj,narodna_narodnjacka,4,0.222
46950b9990d6,Vesna Zmijanac,Zakletva,sfrj,narodna_narodnjacka,8,0.402
fb1c270e3a66,Vesna Zmijanac,Zar bi me lako drugome dao,sfrj,narodna_narodnjacka,8,0.745
29ce1a43ee13,Vesna Zmijanac,Znam te odlično,sfrj,narodna_narodnjacka,8,0.602
951bcdc2364e,Vesna Zmijanac,"Znaš, šta mi je žao",sfrj,narodna_narodnjacka,3,0.852
33b8d7a85562,Zorica Brunclik,Moj brate (duet Halid Muslimović),sfrj,narodna_narodnjacka,1,0.375
0eb9540078eb,Zorica Brunclik,Pobegulja (with Acko Nezirović),sfrj,narodna_narodnjacka,0,0.491
949982481a1e,Zorica Brunclik,Volim te sve više,sfrj,narodna_narodnjacka,0,0.415
ec4e5c8e45f7,Zorica Brunclik,"Zbogom, moja ljubavi",sfrj,narodna_narodnjacka,4,0.401
