song_id,period,genre,entity_text,entity_type
e9761077a413,sfrj,pop,ijeme su,PER
e9761077a413,sfrj,pop,Bilo je ,PER
e9761077a413,sfrj,pop,ijeme su,PER
e9761077a413,sfrj,pop,Bi,ORG
e9761077a413,sfrj,pop,Bilo je ,PER
e9761077a413,sfrj,pop,ijeme su,PER
82e4d5695f5d,sfrj,pop,Bud,LOC
80928865b7c7,sfrj,pop,Dženi,PER
80928865b7c7,sfrj,pop,Dženi,PER
80928865b7c7,sfrj,pop,Dženi,PER
80928865b7c7,sfrj,pop,Dženi,PER
80928865b7c7,sfrj,pop,Dženi,PER
3c0373dc0641,sfrj,pop,lijesak ,PER
3c0373dc0641,sfrj,pop,"ža
svud ",PER
3c0373dc0641,sfrj,pop,lijesak ,PER
3c0373dc0641,sfrj,pop,"ža
svud ",PER
3c0373dc0641,sfrj,pop,Ona nosi,PER
3c0373dc0641,sfrj,pop,lijesak ,PER
3c0373dc0641,sfrj,pop,lijesak ,PER
3c0373dc0641,sfrj,pop,"ža
svud ",PER
3c0373dc0641,sfrj,pop,lijesak ,PER
3c0373dc0641,sfrj,pop,"ža
svud ",PER
3c0373dc0641,sfrj,pop,lijesak ,PER
3c0373dc0641,sfrj,pop,"ža
svud ",PER
e9148c8dbf70,sfrj,pop,Sa us,PER
e9148c8dbf70,sfrj,pop,"a, na",PER
e9148c8dbf70,sfrj,pop,Sa us,PER
e9148c8dbf70,sfrj,pop,"a, na",PER
e9148c8dbf70,sfrj,pop,Sa us,PER
e9148c8dbf70,sfrj,pop,"a, na",PER
e9148c8dbf70,sfrj,pop,Sa us,PER
e9148c8dbf70,sfrj,pop,"a, na",MISC
c0968452319a,sfrj,pop,d jed,ORG
c0968452319a,sfrj,pop,d jed,ORG
c0968452319a,sfrj,pop,d jed,ORG
c0968452319a,sfrj,pop,d jed,ORG
c0968452319a,sfrj,pop,Kad j,PER
c0968452319a,sfrj,pop,Kad j,PER
c0968452319a,sfrj,pop,Kad j,PER
c0968452319a,sfrj,pop,Kad j,PER
908c1369ad59,sfrj,pop,L,ORG
1c522f9febb6,sfrj,pop,Ne ,LOC
3c86faa88a37,sfrj,pop,Sad,LOC
3c86faa88a37,sfrj,pop,Sad se ti,PER
3c86faa88a37,sfrj,pop,Sad,PER
b3c417c8bbe9,sfrj,pop,Ne pitaj ,PER
89aa89f210bc,sfrj,pop,Nije bi,PER
89aa89f210bc,sfrj,pop,Nije bi,PER
2782f86fd9f0,sfrj,pop,Infiša,PER
2782f86fd9f0,sfrj,pop,Infiš,PER
2782f86fd9f0,sfrj,pop,Infiša,PER
314523a8be27,sfrj,pop,Ispod ,PER
314523a8be27,sfrj,pop,Ispod ,PER
314523a8be27,sfrj,pop,Ispod ,PER
314523a8be27,sfrj,pop,Ispod ,PER
afd795a011b4,sfrj,pop,Jesen ,PER
afd795a011b4,sfrj,pop,Jesen ,PER
afd795a011b4,sfrj,pop,Jes,LOC
afd795a011b4,sfrj,pop,Jesen sti,PER
045f6a23ff8b,sfrj,pop,Laku,PER
bc0b9bdde744,sfrj,pop,Iz,PER
bc0b9bdde744,sfrj,pop,Iz,PER
bc0b9bdde744,sfrj,pop,Iz,PER
22c4be82b655,sfrj,pop,Jubavi,PER
22c4be82b655,sfrj,pop,Jubavi,DERIV-PER
22c4be82b655,sfrj,pop,Jubavi,DERIV-PER
0e6edfd048bf,sfrj,pop,Plovi,PER
81d0418e85e2,sfrj,pop,Moja Jube,PER
81d0418e85e2,sfrj,pop," Jube,",LOC
81d0418e85e2,sfrj,pop,Moja Jube,PER
81d0418e85e2,sfrj,pop," Jube,",LOC
81d0418e85e2,sfrj,pop,Moja Jube,PER
67072cf57733,sfrj,pop,Sve god,PER
67072cf57733,sfrj,pop,Sve godin,PER
dad8a2f1e7b9,sfrj,pop,Kad,LOC
dad8a2f1e7b9,sfrj,pop,Kad,LOC
dad8a2f1e7b9,sfrj,pop,Kad,LOC
dad8a2f1e7b9,sfrj,pop,Kad,LOC
f46ff220fd7c,sfrj,pop,Da l’ ,PER
c85deec9515e,sfrj,pop,Lady Luna,ORG
c85deec9515e,sfrj,pop,Lady Luna,ORG
c85deec9515e,sfrj,pop,Lady Luna,ORG
c85deec9515e,sfrj,pop,Lady Luna,ORG
c85deec9515e,sfrj,pop,Lady Luna,ORG
c85deec9515e,sfrj,pop,Lady Luna,ORG
c85deec9515e,sfrj,pop,Lady Luna,MISC
c85deec9515e,sfrj,pop,Lady Luna,MISC
c85deec9515e,sfrj,pop,Lady Luna,MISC
c85deec9515e,sfrj,pop,Lady Luna,MISC
c85deec9515e,sfrj,pop,pi nježno,PER
f1a2797aae81,sfrj,pop,Luigi,MISC
f1a2797aae81,sfrj,pop,Bepina,MISC
f1a2797aae81,sfrj,pop,"Luigi,",MISC
f1a2797aae81,sfrj,pop,epina,MISC
f1a2797aae81,sfrj,pop,Luigi,MISC
f1a2797aae81,sfrj,pop,Bepina,MISC
f1a2797aae81,sfrj,pop,Luigi,MISC
f1a2797aae81,sfrj,pop,Bepina,MISC
f788ecf06b5f,sfrj,pop,Lip,PER
f788ecf06b5f,sfrj,pop,Lip,PER
f788ecf06b5f,sfrj,pop,si ,PER
f788ecf06b5f,sfrj,pop,Lip,PER
f788ecf06b5f,sfrj,pop,si ,PER
de33e6d280a9,sfrj,pop,Živ,PER
8aa7a68e5fb3,sfrj,pop,Nisi m,PER
8aa7a68e5fb3,sfrj,pop,Nisi m,PER
8aa7a68e5fb3,sfrj,pop,Nisi m,PER
8aa7a68e5fb3,sfrj,pop,Nisi m,PER
8aa7a68e5fb3,sfrj,pop,Nisi m,PER
116f9f2601dd,sfrj,pop,Bačve,PER
116f9f2601dd,sfrj,pop,Bačve ,PER
2ca98bebbc86,sfrj,pop,je s,PER
2ca98bebbc86,sfrj,pop,ebon,PER
2ca98bebbc86,sfrj,pop,je s,PER
2ca98bebbc86,sfrj,pop,ebon,PER
2ca98bebbc86,sfrj,pop,je s,PER
2ca98bebbc86,sfrj,pop,ebon,PER
2ca98bebbc86,sfrj,pop,je s,PER
2ca98bebbc86,sfrj,pop,ebon,PER
2ca98bebbc86,sfrj,pop,Ča,MISC
2ca98bebbc86,sfrj,pop,je s,PER
2ca98bebbc86,sfrj,pop,ebon,PER
6ad06ccac267,sfrj,pop,Lučija,PER
6ad06ccac267,sfrj,pop,Lučija,PER
6ad06ccac267,sfrj,pop,Lučija,PER
6ad06ccac267,sfrj,pop,Lučija,PER
6ad06ccac267,sfrj,pop,Lučija,PER
6ad06ccac267,sfrj,pop,Lučija,PER
6ad06ccac267,sfrj,pop,Lučija,PER
6ad06ccac267,sfrj,pop,Lučija,PER
6ad06ccac267,sfrj,pop,Lučija,PER
6ad06ccac267,sfrj,pop,Lučija,PER
6ad06ccac267,sfrj,pop,Lučija,PER
6ad06ccac267,sfrj,pop,Lučija,PER
f47dca926015,sfrj,pop,"Sunce,",PER
f47dca926015,sfrj,pop,Sunce,PER
f47dca926015,sfrj,pop,Sunce,PER
f47dca926015,sfrj,pop,Sunce,PER
e3bc46a3d732,sfrj,pop,Još je,PER
e3bc46a3d732,sfrj,pop,Još jednom ,PER
e3bc46a3d732,sfrj,pop,Još jednom ,PER
e3bc46a3d732,sfrj,pop,Još jednom ,PER
54f8be34297f,sfrj,pop,oje m,PER
54f8be34297f,sfrj,pop,e rič,PER
54f8be34297f,sfrj,pop,oje m,PER
54f8be34297f,sfrj,pop,oje m,PER
54f8be34297f,sfrj,pop,e rič,PER
54f8be34297f,sfrj,pop,oje m,PER
54f8be34297f,sfrj,pop,oje m,PER
54f8be34297f,sfrj,pop,oje m,PER
54f8be34297f,sfrj,pop,oje m,PER
54f8be34297f,sfrj,pop,e rič,PER
54f8be34297f,sfrj,pop,oje m,PER
4af6db089a58,sfrj,pop,o u tvo,PER
4af6db089a58,sfrj,pop,tvoju d,PER
4af6db089a58,sfrj,pop,o u tvo,PER
4af6db089a58,sfrj,pop, u tvoj,PER
4af6db089a58,sfrj,pop,dušu di,PER
4af6db089a58,sfrj,pop,Ko ,LOC
4af6db089a58,sfrj,pop,Ko u te,PER
4af6db089a58,sfrj,pop, tiho s,PER
4af6db089a58,sfrj,pop,Ko u te,PER
4af6db089a58,sfrj,pop, tiho s,PER
4af6db089a58,sfrj,pop,o u tvo,PER
4af6db089a58,sfrj,pop, u tvoj,PER
4af6db089a58,sfrj,pop,dušu di,PER
14a035dbcf1e,sfrj,pop,Margarita,PER
14a035dbcf1e,sfrj,pop,zva san o,PER
14a035dbcf1e,sfrj,pop,zva san o,PER
14a035dbcf1e,sfrj,pop,zva san o,PER
422becaa453c,sfrj,pop,o hrv,LOC
422becaa453c,sfrj,pop,vog mora ,LOC
422becaa453c,sfrj,pop,o hrv,LOC
422becaa453c,sfrj,pop,vog mora,LOC
422becaa453c,sfrj,pop,o hrv,LOC
422becaa453c,sfrj,pop,vog mora ,LOC
422becaa453c,sfrj,pop,o hrv,LOC
422becaa453c,sfrj,pop,vog mora,LOC
61627afa556f,sfrj,pop,Gospodin,PER
61627afa556f,sfrj,pop,blagoslo,PER
61627afa556f,sfrj,pop,Go,ORG
52d1b42f5671,sfrj,pop,I bez zl,PER
52d1b42f5671,sfrj,pop,I bez,PER
52d1b42f5671,sfrj,pop,I bez,PER
52d1b42f5671,sfrj,pop,I bez zl,PER
52d1b42f5671,sfrj,pop,ez luši,PER
52d1b42f5671,sfrj,pop,I bez zl,PER
52d1b42f5671,sfrj,pop,I bez,PER
52d1b42f5671,sfrj,pop,I bez,PER
52d1b42f5671,sfrj,pop,I bez zl,PER
6b026f49987f,sfrj,pop,Nekako ,PER
307fbecb2ab6,sfrj,pop,Sve nježn,PER
307fbecb2ab6,sfrj,pop,riječi sv,PER
307fbecb2ab6,sfrj,pop,Sve nježn,PER
307fbecb2ab6,sfrj,pop,riječi sv,PER
307fbecb2ab6,sfrj,pop,Sve nježn,PER
307fbecb2ab6,sfrj,pop,riječi sv,PER
307fbecb2ab6,sfrj,pop,Sve nježn,PER
307fbecb2ab6,sfrj,pop,riječi sv,PER
307fbecb2ab6,sfrj,pop,eči svije,PER
307fbecb2ab6,sfrj,pop,eči svije,PER
d0d91683374a,sfrj,pop,Nem,PER
d0d91683374a,sfrj,pop,Nem,LOC
21eff7c380b4,sfrj,pop,Nadalini,PER
21eff7c380b4,sfrj,pop,Nadalinu,LOC
21eff7c380b4,sfrj,pop,van je š,PER
21eff7c380b4,sfrj,pop,re bit d,PER
21eff7c380b4,sfrj,pop,Ovo van ,PER
21eff7c380b4,sfrj,pop, štorija,PER
21eff7c380b4,sfrj,pop,More bit,PER
21eff7c380b4,sfrj,pop,adalini.,PER
21eff7c380b4,sfrj,pop,ore bit ,PER
21eff7c380b4,sfrj,pop,la bi on,LOC
21eff7c380b4,sfrj,pop,van je š,PER
21eff7c380b4,sfrj,pop, More bi,PER
21eff7c380b4,sfrj,pop,karonju ,LOC
21eff7c380b4,sfrj,pop,Ovo van je š,PER
21eff7c380b4,sfrj,pop, More bi,PER
21eff7c380b4,sfrj,pop,t da vi ,PER
21eff7c380b4,sfrj,pop,"ja, a na",LOC
21eff7c380b4,sfrj,pop,kole kad,PER
21eff7c380b4,sfrj,pop,Ovo van je š,PER
21eff7c380b4,sfrj,pop,ore bit ,PER
21eff7c380b4,sfrj,pop, štorija,PER
21eff7c380b4,sfrj,pop,re bit d,PER
41e410435c90,sfrj,pop,Ne,ORG
41e410435c90,sfrj,pop,Ne mogu ti ,PER
3db4c19b9a72,sfrj,pop,Ništ,PER
bb16a159a886,sfrj,pop,od obal,LOC
7f3ecda1870c,sfrj,pop,"ebi,",PER
768217e191c0,sfrj,pop,pusto ,PER
49f208870d85,sfrj,pop,Lj,ORG
27058641f93f,sfrj,pop, zadnj,PER
2a58c34a88b8,sfrj,pop,o voće ,PER
2a58c34a88b8,sfrj,pop,a u t,PER
2a58c34a88b8,sfrj,pop,a u t,PER
2a58c34a88b8,sfrj,pop,a u t,PER
f036a6331a82,sfrj,pop,am i,PER
b7dc47e8443a,sfrj,pop,Sad,LOC
161cb01c6332,sfrj,pop,Nemoj.,PER
161cb01c6332,sfrj,pop,lin ,PER
161cb01c6332,sfrj,pop,Nemo,PER
161cb01c6332,sfrj,pop,Nemoj,PER
161cb01c6332,sfrj,pop,Nemoj,PER
161cb01c6332,sfrj,pop,moli,PER
161cb01c6332,sfrj,pop,Nemoj,PER
161cb01c6332,sfrj,pop,Nemoj,PER
161cb01c6332,sfrj,pop,Nemo,PER
161cb01c6332,sfrj,pop,oj o,PER
161cb01c6332,sfrj,pop,Nemoj,PER
161cb01c6332,sfrj,pop,moli,PER
161cb01c6332,sfrj,pop,oj mo,LOC
8bea7bb80fcb,sfrj,pop,sve,PER
8bea7bb80fcb,sfrj,pop,Ve,ORG
5dd3b4ef9849,sfrj,pop,"onom
s",PER
5dd3b4ef9849,sfrj,pop,"fonom
",PER
5dd3b4ef9849,sfrj,pop,"onom
s",LOC
5dc1de6a20be,sfrj,pop,Brod,PER
5dc1de6a20be,sfrj,pop,Bro,LOC
ac4e62c48287,sfrj,pop,Uvik ka,PER
0cce5f5ce65a,sfrj,pop,Samo ,PER
a1c7e481cf0c,sfrj,pop, li,ORG
a1c7e481cf0c,sfrj,pop, li,ORG
c89866f0d3d6,sfrj,pop,I ,ORG
929a5f9a0eea,sfrj,pop,Mirno,PER
929a5f9a0eea,sfrj,pop,Mirno spa,PER
929a5f9a0eea,sfrj,pop,Mirno spa,PER
d84f7a4739f9,sfrj,pop,Diga ,PER
dea6d046dbd4,sfrj,pop,je kale i ,ORG
dea6d046dbd4,sfrj,pop, kontra,LOC
6f5b156c0b8f,sfrj,pop, zlato,PER
6f5b156c0b8f,sfrj,pop,cukar i,LOC
efd9a12b1968,sfrj,pop,"Ljubavi, l",PER
241b85724182,sfrj,pop,Nem,LOC
15ff9963227b,sfrj,pop,Dalmacij,PER
f09686eb34dc,sfrj,pop,za gorkih a,LOC
f09686eb34dc,sfrj,pop,za gorkih a,LOC
f09686eb34dc,sfrj,pop,"aki hir
Iza gork",MISC
f09686eb34dc,sfrj,pop,Poslije ,PER
f09686eb34dc,sfrj,pop,za gorkih a,LOC
f09686eb34dc,sfrj,pop,"aki hir
Iza gork",MISC
f09686eb34dc,sfrj,pop,Poslije k,PER
f09686eb34dc,sfrj,pop,za gorkih a,LOC
f09686eb34dc,sfrj,pop,"aki hir
Iza gork",MISC
f09686eb34dc,sfrj,pop,on bura kad,LOC
f09686eb34dc,sfrj,pop,"aki hir
Iza gork",MISC
f09686eb34dc,sfrj,pop,on bura kad,LOC
f09686eb34dc,sfrj,pop,"aki hir
Iza gork",MISC
f09686eb34dc,sfrj,pop,on bura kad,LOC
02c01313fe8f,sfrj,pop,đelozija,PER
02c01313fe8f,sfrj,pop,đelozija,PER
02c01313fe8f,sfrj,pop,Sve je k,PER
02c01313fe8f,sfrj,pop,Sve je k,PER
02c01313fe8f,sfrj,pop,Sve je kriva,PER
02c01313fe8f,sfrj,pop,Sve je k,PER
02c01313fe8f,sfrj,pop,Sve je k,PER
02c01313fe8f,sfrj,pop,đelozija,PER
02c01313fe8f,sfrj,pop,đelozija,PER
e28f3b192a16,sfrj,pop,Ja,ORG
7d330a3aa2fb,sfrj,pop,Ka,ORG
7d330a3aa2fb,sfrj,pop,Ka,ORG
8a417b6278dc,sfrj,pop,Sad,LOC
03620b362702,sfrj,pop,U polut,PER
30bad5d99538,sfrj,pop,Kao,LOC
30bad5d99538,sfrj,pop,Kao,LOC
9f51dc9dd4c5,sfrj,pop,Na,ORG
f535b6d28ce2,sfrj,pop,Dolazi,PER
1ffa3c055a82,sfrj,pop,Tuga,PER
8e0d7b384f65,sfrj,pop,Ti n,ORG
180a0d0ad576,sfrj,pop,Lista,PER
7334fe4620a5,sfrj,pop,Sa,ORG
7334fe4620a5,sfrj,pop,Sad ,PER
61d4dc92577c,sfrj,pop,U pušku ,PER
724ea8a64c42,sfrj,pop,Sidrin te,PER
0c284a793218,sfrj,pop,"ja
Kad ću",PER
0c284a793218,sfrj,pop, ću ope,PER
0c284a793218,sfrj,pop,"n ja
",PER
0c284a793218,sfrj,pop,Kad ću op,PER
0c284a793218,sfrj,pop,Kad,PER
0c284a793218,sfrj,pop,Kad ću o,PER
0c284a793218,sfrj,pop, ću ope,PER
0c284a793218,sfrj,pop,"n ja
",PER
0c284a793218,sfrj,pop,Kad ću op,PER
43fcf2113700,sfrj,pop,Vjeruj,PER
43fcf2113700,sfrj,pop,Vjeruj,PER
c2ad363a7cac,sfrj,pop,Pronađi t,DERIV-PER
3ae126a38bc5,sfrj,pop,Nevera,PER
3ae126a38bc5,sfrj,pop,pa šk,PER
3ae126a38bc5,sfrj,pop,spr,PER
342810091afa,sfrj,pop,Vrime,PER
342810091afa,sfrj,pop,Vrime,PER
342810091afa,sfrj,pop,Vrime,PER
342810091afa,sfrj,pop,Vrime,PER
342810091afa,sfrj,pop,Vrime,PER
342810091afa,sfrj,pop,Vrime,PER
342810091afa,sfrj,pop,Vrime,PER
342810091afa,sfrj,pop,Vrime,PER
342810091afa,sfrj,pop,Vrime,PER
342810091afa,sfrj,pop,Vrime,PER
342810091afa,sfrj,pop,Vrime,PER
342810091afa,sfrj,pop,Vrime,PER
aafe40914304,sfrj,pop,Ostali s,PER
e3371ac56d67,sfrj,pop,"ugom žuta voća
u ka",ORG
e3371ac56d67,sfrj,pop,Ze,ORG
2ab51afdbace,sfrj,pop,Zimska,PER
37e8f9ef6f13,sfrj,pop,i pep,PER
37e8f9ef6f13,sfrj,pop,i pep,PER
4bd69108c7a2,sfrj,pop,i dobra vi,LOC
1a6497c85c70,sfrj,pop,Ta ,PER
1a6497c85c70,sfrj,pop,tje,PER
1a6497c85c70,sfrj,pop, ka,PER
1a6497c85c70,sfrj,pop,"vo,",PER
1a6497c85c70,sfrj,pop,Ta ,PER
1a6497c85c70,sfrj,pop,tje,PER
1a6497c85c70,sfrj,pop, ka,PER
1a6497c85c70,sfrj,pop,"vo,",PER
1a6497c85c70,sfrj,pop,Ta ,PER
1a6497c85c70,sfrj,pop,tje,PER
1a6497c85c70,sfrj,pop, ka,PER
1a6497c85c70,sfrj,pop,"vo,
",PER
3ee7144ed9bf,sfrj,pop,Hvala,PER
3ee7144ed9bf,sfrj,pop,Naz,LOC
3ee7144ed9bf,sfrj,pop,Na,ORG
3ee7144ed9bf,sfrj,pop,Na,ORG
3ee7144ed9bf,sfrj,pop,Naz,LOC
3ee7144ed9bf,sfrj,pop,Na,ORG
3ee7144ed9bf,sfrj,pop,Na,ORG
d8d3fce9e3a7,sfrj,pop,vijet,LOC
015fffde8aee,sfrj,pop,Bi,ORG
015fffde8aee,sfrj,pop,Bit ćeš,PER
8a904a873ed0,sfrj,pop,ovela je ,PER
8a904a873ed0,sfrj,pop,"putu
",LOC
af551c3eef84,sfrj,pop,Vidjeces,ORG
af551c3eef84,sfrj,pop,Vidjeces,PER
af551c3eef84,sfrj,pop,"
U ",PER
a8efb16d57af,sfrj,pop,o mlados,PER
a8efb16d57af,sfrj,pop,Zbog koje sam,PER
a8efb16d57af,sfrj,pop,sam produ,LOC
a8efb16d57af,sfrj,pop,Zbog koje sam,PER
a8efb16d57af,sfrj,pop,Zbog koje sam,PER
a8efb16d57af,sfrj,pop,Zbog koje sam,PER
a8efb16d57af,sfrj,pop,roduž,LOC
a8efb16d57af,sfrj,pop,koje sam,PER
a8efb16d57af,sfrj,pop,Zbog koje sam,PER
a8efb16d57af,sfrj,pop,Zbog koje sam,PER
a8efb16d57af,sfrj,pop,koje sam,PER
63f2e8f99abf,sfrj,pop,Ra,ORG
15cbcc22cfbd,sfrj,pop,Irenom,LOC
15cbcc22cfbd,sfrj,pop,no lje,PER
15cbcc22cfbd,sfrj,pop, Ireno,LOC
15cbcc22cfbd,sfrj,pop,Irenom,LOC
15cbcc22cfbd,sfrj,pop,no lje,PER
15cbcc22cfbd,sfrj,pop, Ireno,LOC
15cbcc22cfbd,sfrj,pop,Jed,LOC
15cbcc22cfbd,sfrj,pop,Jed,LOC
15cbcc22cfbd,sfrj,pop,a Iren,LOC
15cbcc22cfbd,sfrj,pop,no lje,PER
15cbcc22cfbd,sfrj,pop, Ireno,LOC
1e76155a61e2,sfrj,pop,Jos je,PER
1e76155a61e2,sfrj,pop,ila ta,PER
1e76155a61e2,sfrj,pop,Jos je,PER
1e76155a61e2,sfrj,pop,ila ta,PER
1e76155a61e2,sfrj,pop,Jos je,PER
1e76155a61e2,sfrj,pop,ila ta,PER
1e76155a61e2,sfrj,pop,Jos je,PER
1e76155a61e2,sfrj,pop,ila ta,PER
1d44552acb63,sfrj,pop,Rijeka,LOC
3906a75a9349,sfrj,pop,U plan,PER
6508caca1f70,sfrj,pop,va sun,PER
6508caca1f70,sfrj,pop,"ca,
d",PER
1d059824af90,sfrj,pop,Ni,ORG
1d059824af90,sfrj,pop,Nis,LOC
1d059824af90,sfrj,pop,Nis,LOC
5ac66ce05c3d,sfrj,pop,Već,LOC
5bdf91fb907e,sfrj,pop,", u č",LOC
5bdf91fb907e,sfrj,pop,nji dalji,PER
4ab7dacb9953,sfrj,pop,Prvi put,PER
4ab7dacb9953,sfrj,pop, ov,ORG
4ab7dacb9953,sfrj,pop,Prvi put,PER
4ab7dacb9953,sfrj,pop, ov,ORG
4ab7dacb9953,sfrj,pop,Prvi put,PER
4ab7dacb9953,sfrj,pop, ov,ORG
4ab7dacb9953,sfrj,pop,Prvi put,PER
4ab7dacb9953,sfrj,pop, ov,ORG
4ab7dacb9953,sfrj,pop,Prvi put,PER
4ab7dacb9953,sfrj,pop, ov,ORG
4ab7dacb9953,sfrj,pop,Prvi put,PER
4ab7dacb9953,sfrj,pop, ov,ORG
5f09d99374b3,sfrj,pop,V beli v,DERIV-PER
4a0ee52c782f,sfrj,pop, okusom ko,PER
4a0ee52c782f,sfrj,pop,c sa o,LOC
4a0ee52c782f,sfrj,pop,jubac ,PER
4a0ee52c782f,sfrj,pop,Poljubac ,PER
4a0ee52c782f,sfrj,pop, okus,LOC
4a0ee52c782f,sfrj,pop,kolača,LOC
4a0ee52c782f,sfrj,pop,Poljubac sa ok,ORG
4a0ee52c782f,sfrj,pop,Poljubac s,PER
4a0ee52c782f,sfrj,pop,c sa oku,PER
4a0ee52c782f,sfrj,pop,jubac sa,LOC
4a0ee52c782f,sfrj,pop,som k,PER
19824a1c5641,sfrj,pop,Kao skitni,PER
19824a1c5641,sfrj,pop,Kao skitnic,PER
38cb38b1a5c1,sfrj,pop,Ako po ,LOC
38cb38b1a5c1,sfrj,pop, stanovnik,LOC
23a19c52c1f1,sfrj,pop,Marineli,PER
23a19c52c1f1,sfrj,pop,Marineli,PER
287a747b36f3,sfrj,pop,Lju,LOC
7f44d4d4a3cf,sfrj,pop,"topi,
sv",PER
7f44d4d4a3cf,sfrj,pop,"topi,
sv",PER
57b2b3d82b3a,sfrj,pop,Sve,ORG
57b2b3d82b3a,sfrj,pop,Sve,ORG
71efc29f4566,sfrj,pop,Tak,LOC
d8661e3ceebb,sfrj,pop,Gov,LOC
6b532766f495,sfrj,pop,To,ORG
b56440248ee4,sfrj,pop,Skupim,PER
b56440248ee4,sfrj,pop,"jutro
",PER
3509f76f2a05,sfrj,pop,Noć,ORG
3509f76f2a05,sfrj,pop, gr,ORG
3509f76f2a05,sfrj,pop,Noć,ORG
3509f76f2a05,sfrj,pop, gr,ORG
3509f76f2a05,sfrj,pop,Noć,ORG
3509f76f2a05,sfrj,pop, gr,ORG
3509f76f2a05,sfrj,pop,Noć,ORG
3509f76f2a05,sfrj,pop, gr,ORG
c9c889af0f10,sfrj,pop,m se,LOC
c9c889af0f10,sfrj,pop,znatoj d,LOC
c9c889af0f10,sfrj,pop,ao sam se ne,PER
c9c889af0f10,sfrj,pop,ao sam se ne,PER
c9c889af0f10,sfrj,pop,Udvara,PER
c9c889af0f10,sfrj,pop,ao sam se ne,PER
c9c889af0f10,sfrj,pop,Udvarao,PER
c9c889af0f10,sfrj,pop,ao sam se ne,PER
c9c889af0f10,sfrj,pop,ao sam se ne,PER
d74a3f894657,sfrj,pop,Zi,ORG
74c6ab7099b7,sfrj,pop,i nec,PER
82c5df009eb2,sfrj,pop,Da,ORG
8444534a9226,sfrj,pop,Ave Maria,PER
8444534a9226,sfrj,pop,"Ave, Ave Mar",ORG
8444534a9226,sfrj,pop,"Ave, Ave Mari",ORG
8444534a9226,sfrj,pop,us te,LOC
8444534a9226,sfrj,pop,"Ave, A",PER
8444534a9226,sfrj,pop, Maria grati,PER
8444534a9226,sfrj,pop,"Ave,",PER
8444534a9226,sfrj,pop,"Ave, Ave Mar",PER
8444534a9226,sfrj,pop,"Ave,",PER
8444534a9226,sfrj,pop,"Ave, Ave Mar",PER
8444534a9226,sfrj,pop,"Ave,",PER
8444534a9226,sfrj,pop,"Ave, Ave ",PER
7a1ed4507401,sfrj,pop,dž za ro,PER
7a1ed4507401,sfrj,pop,edž ,PER
7a1ed4507401,sfrj,pop, rock ,PER
7a1ed4507401,sfrj,pop,’ rol,PER
7a1ed4507401,sfrj,pop,"Da, ",PER
7a1ed4507401,sfrj,pop,Ovaj ,PER
7a1ed4507401,sfrj,pop,dž za ,PER
7a1ed4507401,sfrj,pop,k ‘n,PER
7a1ed4507401,sfrj,pop,"oll
",PER
7a1ed4507401,sfrj,pop,Ovaj ,PER
7a1ed4507401,sfrj,pop,dž za ,PER
7a1ed4507401,sfrj,pop,k ‘n,PER
7a1ed4507401,sfrj,pop,"oll
",PER
7d35d2cc8aa7,sfrj,pop,U ,ORG
1fa8a8ff95dc,sfrj,pop,Sa,ORG
1fa8a8ff95dc,sfrj,pop,Samo o,PER
1fa8a8ff95dc,sfrj,pop,Samo o,PER
118704e12ca5,sfrj,pop,Dje,PER
118704e12ca5,sfrj,pop,etesc,LOC
118704e12ca5,sfrj,pop,Djetesc,PER
118704e12ca5,sfrj,pop,Djete,ORG
118704e12ca5,sfrj,pop,e ti,PER
118704e12ca5,sfrj,pop,ti,PER
11c4eeb6e3d5,sfrj,pop,Jos,PER
11c4eeb6e3d5,sfrj,pop,Jo,ORG
b5e63d0b02b6,sfrj,pop, jast,LOC
03da2b97b48a,sfrj,pop,Od rođe,PER
92302a23815d,sfrj,pop,Od poč,PER
92302a23815d,sfrj,pop,Od po,PER
cbdb7f96dd24,sfrj,pop,Ti ,PER
457821a589c0,sfrj,pop,Po,ORG
f987c7c5f393,sfrj,pop,Bi,ORG
26bfc03c80b9,sfrj,pop,Jutr,PER
8e6f0ecd3ea8,sfrj,pop,kro,PER
5911306624bb,sfrj,pop,Vec dug,PER
7c5bef3ea48f,sfrj,pop,Vec dug,PER
b26fc5b8c311,sfrj,pop,Zi,ORG
b26fc5b8c311,sfrj,pop,Zi,ORG
11ddba466741,sfrj,pop,Ve,ORG
11ddba466741,sfrj,pop,Ve,ORG
11ddba466741,sfrj,pop,Vec,LOC
11ddba466741,sfrj,pop,Ve,ORG
11ddba466741,sfrj,pop,Ve,ORG
99c058f9e9d3,sfrj,pop,Pogle,PER
99c058f9e9d3,sfrj,pop,Pogle,PER
99c058f9e9d3,sfrj,pop,Pogle,PER
99c058f9e9d3,sfrj,pop,Pogle,PER
98b36a15f28f,sfrj,pop,Lezaj,PER
98b36a15f28f,sfrj,pop,Lezaj,PER
98b36a15f28f,sfrj,pop,Lezaj,PER
98b36a15f28f,sfrj,pop,Lezaj,PER
98b36a15f28f,sfrj,pop,Lezaj,PER
98b36a15f28f,sfrj,pop,Lezaj,PER
98b36a15f28f,sfrj,pop,Lezaj,PER
98b36a15f28f,sfrj,pop,Lezaj,PER
98b36a15f28f,sfrj,pop,Lezaj,PER
98b36a15f28f,sfrj,pop,Lezaj,PER
db996784880e,sfrj,pop,Snivao,PER
